Efficiency bounds for missing data models with semiparametric restrictions||Bryan S. Graham
Cu(I)-Catalyzed Asymmetric Multicomponent Cascade Inverse Electron-Demand Aza-Diels?Alder/Nucleophilic Addition/Ring-Opening Reaction Involving 2?Methoxyfurans as Efficient Dienophiles||
Chiral Bronsted acids in enantioselective carbonyl activations - activation modes and applications||Rueping M,Kuenkel A,Atodiresei I
Chiral Sulfonimide as a Bronsted Acid Organocatalyst for Asymmetric Friedel-Crafts Alkylation of Indoles with Imines||Chen LY,He H,Chan WH,Lee AW
Enantioselective[4 2]Cycloadditions of 2Vinyl1Hindoles with 3Nitro2Hchromenes Catalyzed by a Zn(OTf)2/Bis(oxazoline) Complex: An Efficient Approach to Fused Heterocycles with a Quaternary Stereocenter||
Tandem Catalysis Utilizing Olefin Metathesis Reactions||Zieliński GK,Grela K
Upconversion Nanoparticles: Design, Nanochemistry, and Applications in Theranostics||Chen G,Qiu H,Prasad PN,Chen X
Paradigms and Challenges for Bioapplication of Rare Earth Upconversion Luminescent Nanoparticles: Small Size and Tunable Emission/Excitation Spectra||Sun LD,Wang YF,Yan CH
Inorganic Nanosystems for Therapeutic Delivery: Status and Prospects||Chang Soo Kim,Gülen Yesilbag Tonga,David Solfiell,Vincent M. Rotello
Lanthanide Luminescence for Biomedical Analyses and Imaging||Bünzli JC
A fluorescein-based probe with high selectivity to cysteine over homocysteine and glutathione||Wang H,Zhou G,Gai H,Chen X
Organometallics Roundtable 2011||
Luminescent Biodetection Based on Lanthanide-Doped Inorganic Nanoprobes||Datao Tu,Wei Zheng,Yongsheng Liu,Haomiao Zhu,Xueyuan Chen
Luminescent Nanoprobes for in-Vivo Bioimaging||Jinye Niu,Xu Wang,Jianzheng Lv,Yong Li,Bo Tang
Surface Functionalization of Biomaterials by Radical Polymerization||Tian Zhou,Yizhou Zhu,Xia Li,Xiangmei Liu,Kelvin W.K. Yeung
Surface-Initiated Polymer Brushes in the Biomedical Field: Applications in Membrane Science, Biosensing, Cell Culture, Regenerative Medicine and Antibacterial Coatings||
Structure–activity relationships of Candida rugosa lipase immobilized on polylactic acid nanoparticles||Chronopoulou Laura,Kamel Gihan,Sparago Carolina,Bordi Federico,Lupi Stefano
Strategies for controlling biofouling in membrane filtration systems: challenges and opportunities||Jaleh Mansouri,Simon Harrisson,Vicki Chen
Biofouling resistance of reverse osmosis membrane modified with polydopamine||Hamed Karkhanechi,Ryosuke Takagi,Hideto Matsuyama
Synthesis and Characterization of Aminopropyltriethoxysilane-Polydopamine Coatings||Knorr DB,Tran NT,Gaskell KJ,Orlicki JA,Woicik JC
Isoporous Micro/Nanoengineered Membranes||Warkiani ME,Bhagat AA,Khoo BL,Han J,Lim CT
Towards hierarchically ordered functional porous polymeric surfaces prepared by the breath figures approach||Alexandra Mu&ntilde;oz-Bonilla
Semiconductor-based Photocatalytic Hydrogen Generation||Chen X,Shen S,Guo L,Mao SS
Graphitic carbon nitride materials: controllable synthesis and applications in fuel cells and photocatalysis||Yao Zheng,Jian Liu,Ji Liang,Mietek Jaroniec,Shi Zhang Qiao
Graphitic Carbon Nitride (g-C3N4)-Based Photocatalysts for Artificial Photosynthesis and Environmental Remediation: Are We a Step Closer To Achieving Sustainability?||WeeJun Ong,LlingLling Tan,Yun Hau Ng,SiekTing Yong,SiangPiao Chai
Polymeric Photocatalysts Based on Graphitic Carbon Nitride||
Synthesis, Properties, and Applications of Hollow Micro-/Nanostructures||Wang X,Feng J,Bai Y,Zhang Q,Yin Y
Phosphorus-Doped Graphitic Carbon Nitrides Grown In Situ on Carbon-Fiber Paper: Flexible and Reversible Oxygen Electrodes||Ma Tian Yi,Ran Jingrun,Dai Sheng,Jaroniec Mietek,Qiao Shi Zhang
A fantastic graphitic carbon nitride (g-C3N4) materials: Electronic structure, photocatalytic and photoelectronic properties||Guoping Dong,Yuanhao Zhang,Qiwen Pan,Jianrong Qiu
Heterogeneous visible light photocatalysis for selective organic transformations||Lang X,Chen X,Zhao J
Isolated fluid polyhedral vesicles||
Polymer–vesicle association||
Supercritical or compressed CO2 as a stimulus for tuning surfacatnt aggregates||
Ionic liquids as amphiphile self-assembly media||Greaves TL,Drummond CJ
Zero-dimensional, one-dimensional, two-dimensional and||
Softening of pore and Interior properties of a metal-oxide-based capsule: substituting 60 oxide by 60 sulfide ligands||Schäffer C,Todea AM,Bögge H,Cadot E,Gouzerh P
Isorecticular synthesis of dissectible molecular bamboo tubes of hexarhenium (I) benzene-1,2,3,4,5,6-hexaolate complexes||
The use of nanoparticles in electroanalysis: a review||Christine M. Welch,Richard G. Compton
A Diazirine-Based Nucleoside Analogue for Efficient DNA Interstrand Photocross-Linking||Qiu Z,Lu L,Jian X,He C
From Cascaded Catalytic Nucleic Acids to Enzyme?DNA Nanostructures: Controlling Reactivity, Sensing, Logic Operations, and Assembly of Complex Structures||Wang F,Lu CH,Willner I
Photogeneration and reactivity of naphthoquinone methides as purine selective DNA alkylating agents||Verga D,Nadai M,Doria F,Percivalle C,Di Antonio M
Daniela Verga, Matteo Nadai, Filippo Doria, Claudia Percivalle, Marco Di Antonio, Manlio Palumbo, Sara N. Richter , and Mauro Freccero*||
Platinum(II) complexes with dipyridophenazine ligands as human telomerase inhibitors and luminescent probes for G-quadruplex DNA||DikLung Ma,ChiMing Che,SiuCheong Yan
Finding the end: recruitment of telomerase to telomeres||Jayakrishnan Nandakumar,Thomas R. Cech
Interplay between Metabolism and Epigenetics: A Nuclear Adaptation to Environmental Changes||Etchegaray JP,Mostoslavsky R
Cancer as a dysregulated epigenome allowing cellular growth advantage at the expense of the host||Winston Timp,Andrew P. Feinberg
Formation of Bismuth(V) Thiolates: Protolysis and Oxidation of Triphenylbismuth(III) with Heterocyclic Thiols||Luqman A,Blair VL,Bond AM,Andrews PC
Bismuth(V)-Mediated Thioglycoside Activation||Goswami M,Ellern A,Pohl NL
Structural basis of a Ni acquisition cycle for NiFe hydrogenase by Ni-metallochaperone HypA and its enhancer||Watanabe S,Kawashima T,Nishitani Y,Kanai T,Wada T
Crystal structures of the carbamoylated and cyanated forms of HypE for NiFe hydrogenase maturation||Tominaga T,Watanabe S,Matsumi R,Atomi H,Imanaka T
Evolution of Helicobacter: Acquisition by Gastric Species of Two Histidine-Rich Proteins Essential for Colonization||Daniel Vinella,Frédéric Fischer,Egor Vorontsov,Julien Gallaud,Christian Malosse
Nickel Homeostasis and Nickel Regulation: An Overview||Li Y,Zamble DB
Metal–Organic Frameworks in Biomedicine||Horcajada P,Gref R,Baati T,Allan PK,Maurin G
Bridging the divide between human and environmental nanotoxicology||Anzhela Malysheva,Enzo Lombi,Nicolas H. Voelcker
A Chemist's Guide to Valence Bond Theory||Sason S. Shaik,Philippe C. Hiberty
How valence bond theory can help you understand||
The essential role of charge-shift bonding in hypervalent prototype XeF2||Braïda B,Hiberty PC
The rational design of helium bonds||Rzepa HS
Topology maps of bond descriptors based on the kinetic energy density and the essence of chemical bonding||Jacobsen H
An Experimental Charge Density Study of Two Isomers of Hexasilabenzene||Daniel Kratzert,Dr. Dirk Leusser,Dr. Julian J. Holstein,Dr. Birger Dittrich,Kai Abersfelder
Do the Structural Changes Defined by the Electron Density Topology Necessarily Affect the Picture of the Bonding?||Robert Ponec,Carlo Gatti
The Physical Origin of Saytzeff s Rule||Braida B,Prana V,Hiberty PC
Supramolecular ferroelectrics||
Statics and Dynamics of Ferroelectric Domains in Diisopropylammonium Bromide||Lu Haidong,Li Tao,Poddar Shashi,Goit Om,Lipatov Alexey
Ferroelectric Organic Materials Catch Up with Oxides||
Tuning Molecular Solids||
Flexible ferroelectric organic crystals||
There’s Room in the Middle||Anthony K. Cheetham,C. N. R. Rao
Collective In-Plane Molecular Rotator Based on Dibromoiodomesitylene π?Stacks||Junichi Ichikawa,Norihisa Hoshino,Takashi Takeda,Tomoyuki Akutagawa
Crystal Fluidity Reflected by Fast Rotational Motion at the Core, Branches, and Peripheral Aromatic Groups of a Dendrimeric Molecular Rotor||Jiang X,O'Brien ZJ,Yang S,Lai LH,Buenaflor J
Materials-based approaches to minimizing solvent usage in analytical sample preparation||Zhenzhen Huang,Hian Kee Lee
Metal-organic framework growth at functional interfaces: thin films and composites for diverse applications||
Separation of Hexane Isomers in a Metal-Organic Framework with Triangular Channels||Herm ZR,Wiers BM,Mason JA,van Baten JM,Hudson MR
Porous Nanosized Particles: Preparation, Properties, and Applications||Valentin Valtchev,Lubomira Tosheva
Polymeric nanoparticles for optical sensing||Canfarotta F,Whitcombe MJ,Piletsky SA
Mn-doped ZnS quantum dots for the determination of acetone by phosphorescence attenuation||Sotelo-Gonzalez E,Fernandez-Argüelles MT,Costa-Fernandez JM,Sanz-Medel A
The in vivo activation of persistent nanophosphors for optical imaging of vascularization, tumours and grafted cells||Maldiney T,Bessière A,Seguin J,Teston E,Sharma SK
Nanochemistry and Nanomedicine for Nanoparticle-based Diagnostics and Therapy||Guanying Chen,Indrajit Roy,Chunhui Yang,Paras N. Prasad
Arylation of Rhodium(II) Azavinyl Carbenes with Boronic Acids||Nicklas Selander,Brady T. Worrell,Stepan Chuprakov,Subash Velaparthi,Valery V. Fokin
Copper-Catalyzed Aerobic Oxidative Transformation of Ketone-Derived N-Tosyl Hydrazones: An Entry to Alkynes||Li Xianwei,Liu Xiaohang,Chen Huoji,Wu Wanqing,Qi Chaorong
Tosylhydrazones: New Uses for Classic Reagents in Palladium-Catalyzed Cross-Coupling and Metal-Free Reactions||Barluenga J,Valdés C
Acyl-Carbene and Methyl-Carbene Coupling via Migratory Insertion in Palladium Complexes||Isabel Meana,Ana C. Albéniz,Pablo Espinet
Copper-Catalyzed Direct Benzylation or Allylation of 1,3-Azoles with N-Tosylhydrazones||Xia Zhao,Guojiao Wu,Yan Zhang,Jianbo Wang
A Facile Parallel Synthesis of Trifluoroethyl-Substituted Alkynes||Liu CB,Meng W,Li F,Wang S,Nie J
Versatile Room-Temperature Route to Di- and Trisubstituted Allenes Using Flow-Generated Diazo Compounds||Poh JS,Tran DN,Battilocchio C,Hawkins JM,Ley SV
2-Alkenyl Furans from a Palladium-Catalyzed Cyclization and Coupling of Ene-Yne-Ketones||Smith Craig D) WestCHEM School of Chemistry University of Glasgow Joseph Black Building University Avenue Glasgow G12 8QQ (UK) Fax: (+44,France David J) WestCHEM School of Chemistry University of Glasgow Joseph Black Building University Avenue Glasgow G12 8QQ (UK) Fax: (+44
Progress in enzyme immobilization in ordered mesoporous materials and related applications||Zhou Z,Hartmann M
Gold nanoparticles in chemical and biological sensing||Krishnendu Saha,Sarit S. Agasti,Chaekyu Kim,Xiaoning Li,Vincent M. Rotello
Semiconductor quantum dots for bioanalysis||Gill R,Zayats M,Willner I
Design, synthesis, and characterization of graphene?nanoparticle hybrid materials for bioapplications||Perry T. Yin,Shreyas Shah,Manish Chhowalla,KiBum Lee
Cell surface-based sensing with metallic nanoparticles||Ziwen Jiang,Ngoc D. B. Le,Akash Gupta,Vincent M. Rotello
Rationally designed molecular beacons for bioanalytical and biomedical applications||Jing Zheng,Ronghua Yang,Muling Shi,Cuichen Wu,Xiaohong Fang
A genetically targetable near-infrared photosensitizer||He J,Wang Y,Missinato MA,Onuoha E,Perkins LA
Giant negative thermal expansion in bonded MnCoGe-based compounds with Ni2In-type hexagonal structure||YingYing Zhao,FengXia Hu,LiFu Bao,Jing Wang,Hui Wu
Negative poisson's ratio in modern functional materials||Huang C,Chen L
Mesoscopic-scale structure and dynamics near the morphotropic phase boundary of (1-x)PbTiO3-xBiScO3||K. Datta,A. Richter,M. Göbbels,R. B. Neder,B. Mihailova
A highly thermally stable ferroelectric metal–organic framework and its thin film with substrate surface nature dependent morphology||Pan C,Nan J,Dong X,Ren XM,Jin W
True negative thermal expansion in Mn-doped LaCu3Fe4O12 perovskite oxides||Ikuya Yamada,Shohei Marukawa,Makoto Murakami,Shigeo Mori
Hydrothermal synthetic strategies of inorganic semiconducting nanostructures||Shi W,Song S,Zhang H
One-dimensional nanostructures of ferroelectric perovskites||R&oslash;rvik Per Martin,Grande Tor,Einarsrud Mari‐Ann
Hexahedron prism-anchored octahedronal CeO2: Crystal facet-based homojunction promoting efficient solar fuel synthesis||Li P,Zhou Y,Zhao Z,Xu Q,Wang X
Role of polygeneration in sustainable energy system development challenges and opportunities from optimization viewpoints||Aiying Rong,Risto Lahdelma
Combining coal gasification, natural gas reforming, and external carbonless heat for efficient production of gasoline and diesel with CO2 capture and sequestration||Yaser Khojasteh Salkuyeh,Thomas A. Adams II
Multi-Scale Systems Engineering for Energy and the Environment: Challenges and Opportunities||Floudas Christodoulos A,Niziolek Alexander M,Onel Onur,Matthews Logan R
Thermodynamic and economic analysis of polygeneration system integrating atmospheric pressure coal pyrolysis technology with circulating fluidized bed power plant||Zhihang Guo,Qinhui Wang,Mengxiang Fang,Zhongyang Luo,Kefa Cen
Catalytic steam reforming of biomass tar: Prospects and challenges||Guan GuoQing,Kaewpanha M,Hao XiaoGang,Abudula A
Effect of pyrolysis temperature on lignite char properties and slurrying ability||Yan Li,Zhi-Hua Wang,Zhen-Yu Huang,Jian-Zhong Liu,Jun-Hu Zhou
Fuel flexibility, stability and emissions in premixed hydrogen-rich gas turbine combustion: Technology, fundamentals, and numerical simulations||S. Taamallah,K. Vogiatzaki,F. M. Alzahrani,E. M. A. Mokheimer,M. A. Habib
Framework for advanced exergoeconomic performance analysis and optimization of an oil shale retorting process||Qingchun Yang,Yu Qian,Andrzej Kraslawski,Huairong Zhou,Siyu Yang
Conjugated polyelectrolytes as fluorescent sensors||Yan Liu,Katsu Ogawa,Kirk S. Schanze
The help of epigenetics in differential diagnosis||M. Teresa Villanueva
Chemical Sensors Based on Amplifying Fluorescent Conjugated Polymers||Samuel W. III Thomas,Guy D. Joly,Timothy M. Swager
Optical Detection of DNA and Proteins with Cationic Polythiophenes||Ho HA,Najari A,Leclerc M
Conjugated Polyelectrolytes: Synthesis, Photophysics, and Applications||
Polymeric materials with antimicrobial activity||Alexandra Muñoz-Bonilla,Marta Fernández-García
The power of light: photosensitive tools for chemical biology||Ishtiaq Ahmed,Ljiljana Fruk
Small conjugate-based theranostic agents: an encouraging approach for cancer therapy||Kumar R,Shin WS,Sunwoo K,Kim WY,Koo S
DNA and carbon nanotube as medicine||William Cheung,Francesco Pontoriero,Oleh Taratula,Alex M Chen,Huixin He
Stabilization and Induction of Oligonucleotide i?Motif Structure via Graphene Quantum Dots||Chen X,Zhou X,Han T,Wu J,Zhang J
Chemical Basis of Interactions Between Engineered Nanoparticles and Biological Systems||Mu Q,Jiang G,Chen L,Zhou H,Fourches D
Optically pure, water-stable metallo-helical ‘flexicate’ assemblies with antibiotic activity||Howson SE,Bolhuis A,Brabec V,Clarkson GJ,Malina J
Ruthenium(II) polypyridyl complexes and DNA—from structural probes to cellular imaging and therapeutics||Martin R. Gill,Jim A. Thomas
Interaction of Metal Complexes with G-Quadruplex DNA||Georgiades Savvas N,Abd Karim Nurul H,Suntharalingam Kogularamanan,Vilar Ramon
Recent advances on polyoxometalate-based molecular and composite materials||Song YF,Tsunashima R
Graphene nanosheet: synthesis, molecular engineering, thin film, hybrids, and energy and analytical applications||Guo S,Dong S
Periodic Mesoporous Organosilica Hollow Spheres with Tunable Wall Thickness||H. Djojoputro,X. F. Zhou,S. Z. Qiao,L. Z. Wang,C. Z. Yu
Mesoporous Materials for Drug Delivery||Vallet-Regí M,Balas F,Arcos D
Functionalized mesoporous silica materials for controlled drug delivery||
Spherical silica micro/nanomaterials with hierarchical strucutures: Synthesis and applications||
From Molecules to Systems: Sol-Gel Microencapsulation in Silica-Based Materials||Ciriminna R,Sciortino M,Alonzo G,Schrijver Ad,Pagliaro M
